1,0,0,0,525
2,0,0,0,525
2,196,39,3823,525
3,196,70,3915,525
4,196,95,3607,525
5,196,115,2799,525
5,492,190,9058,525
6,492,250,8395,525
7,1045,409,19876,514
8,2346,796,47890,468
8,2346,1106,44214,431
9,3520,1588,64165,374
10,1757,1621,16424,370
10,1880,1672,8625,365
11,2341,1805,15227,348
12,2811,2006,25725,325
13,3130,2230,29625,298
14,3121,2408,24394,277
14,2811,2488,13446,268
15,3508,2692,25838,243
16,2811,2715,7770,240
16,2811,2734,3540,238
17,3130,2813,9534,229
18,3121,2874,8948,221
19,3520,3003,16324,206
19,3130,3028,6015,203
20,3508,3124,12065,192
21,3130,3125,2527,192
21,3508,3201,8473,182
22,2558,3072,0,199
23,3121,3081,1044,197
24,3121,3089,1123,196
24,4019,3275,21123,174
25,3121,3244,666,178
26,3531,3301,6647,171
26,3365,3313,2590,169
27,3430,3336,2994,167
28,3408,3350,2176,165
29,3324,3344,0,166
29,3224,3320,0,169
30,3186,3293,0,172
31,3474,3329,3907,167
32,3334,3330,882,167
32,3441,3352,2624,165
33,3497,3381,3820,162
34,3253,3355,0,164
34,3497,3383,2909,162
35,3121,3330,0,167
36,3397,3343,1473,166
37,3365,3347,752,165
37,3566,3390,4767,161
38,3452,3402,2332,159
39,3430,3407,1017,159
40,3497,3425,2040,156
40,3244,3388,0,161
41,3344,3379,0,162
42,3376,3378,0,162
42,3452,3392,1462,161
43,3676,3448,6566,154
44,3344,3427,0,156
45,3263,3394,0,160
45,3303,3375,0,162
46,3365,3373,0,162
47,3365,3371,0,162
47,3463,3389,2068,161
48,3520,3415,3114,158
49,3485,3429,2213,156
50,3441,3431,669,156
50,3408,3426,0,156
51,3376,3416,0,158
52,3387,3410,0,158
53,3344,3396,0,160
53,3614,3439,4718,155
54,3651,3481,5729,149
55,3727,3530,6786,144
55,3253,3474,0,150
56,3441,3467,0,151
57,3497,3473,666,150
58,3408,3460,0,152
58,3334,3434,0,155
59,3344,3416,0,158
60,3663,3465,5019,151
61,3639,3499,4872,147
61,3508,3500,1078,147
62,3651,3530,3398,144
63,3651,3554,3357,141
64,3441,3531,0,144
64,3408,3506,0,146
65,3408,3486,0,149
66,3441,3477,0,150
66,3452,3472,0,151
67,3520,3481,902,149
68,3766,3538,6513,143
69,3387,3507,0,146
69,3543,3514,771,145
70,3376,3486,0,149
71,3554,3499,1473,147
72,3430,3485,0,149
72,3408,3469,0,151
73,3441,3463,0,152
74,3485,3467,446,151
74,3651,3503,4111,147
75,3663,3535,4129,144
76,3543,3536,937,144
77,3714,3571,4257,139
77,3314,3519,0,145
78,3408,3496,0,148
79,3508,3498,220,147
80,3430,3484,0,149
80,3554,3498,1479,147
81,3397,3477,0,150
82,3554,3492,1604,148
83,3689,3531,4803,144
83,3566,3538,1657,143
84,3701,3570,3901,139
85,3408,3537,0,143
85,3689,3567,3347,140
