yanking,0,205,3130,2730,45295
yanking,0,354,3130,2810,39706
yanking,1,338,2346,2717,27747
yanking,1,356,2346,2642,18978
yanking,2,371,2346,2582,12197
yanking,2,383,1127,2436,3798
yanking,3,412,3508,2543,7640
yanking,3,391,2811,2596,8275
yanking,4,380,2811,2639,8587
yanking,4,372,3130,2737,10902
yanking,5,352,3121,2813,12456
yanking,5,337,2346,2719,5299
yanking,5,356,2346,2644,1337
yanking,6,371,1564,2535,-4407
yanking,6,393,4019,2683,2758
yanking,7,363,4019,2816,8906
yanking,7,336,4019,2936,11670
yanking,8,312,4065,3048,13983
yanking,8,290,3508,3140,15339
yanking,9,272,2811,3074,9271
yanking,9,285,5616,3328,18111
yanking,10,234,3121,3286,12449
yanking,10,242,3508,3330,12153
yanking,10,234,3130,3290,8162
yanking,11,242,4019,3435,13834
yanking,11,213,4019,3551,15951
yanking,12,189,5631,3759,23007
yanking,12,149,4019,3811,20563
yanking,13,138,4019,3852,18450
yanking,13,130,4019,3885,16223
yanking,14,123,4685,4045,20802
yanking,14,91,4675,4171,22787
yanking,14,66,3121,4066,13771
yanking,15,87,4675,4187,16890
yanking,15,63,3520,4053,8426
yanking,16,90,5631,4210,14418
yanking,16,58,3508,4069,5848
yanking,17,87,7943,4456,22595
yanking,17,9,4389,4442,17487
yanking,18,12,4200,4393,11551
yanking,18,22,3975,4309,5092
yanking,18,39,4192,4285,3087
yanking,19,43,3990,4226,-510
yanking,19,55,3875,4155,-3214
yanking,20,69,4233,4170,-1843
yanking,20,66,4096,4155,-2051
yanking,21,69,4096,4143,-2141
yanking,21,72,4192,4152,-1401
yanking,22,70,4143,4150,-1197
yanking,22,70,3960,4112,-2557
yanking,23,78,4159,4121,-1698
yanking,23,76,4192,4135,-776
yanking,24,73,3917,4091,-2316
yanking,24,82,3820,4036,-4203
yanking,25,93,4176,4064,-2295
yanking,25,88,4112,4073,-1506
yanking,26,86,3543,3967,-6478
yanking,26,107,3283,3830,-10662
yanking,27,0,2983,3745,-12034
yanking,27,0,3016,3599,-15126
yanking,28,0,2966,3472,-17004
yanking,28,0,3167,3411,-16187
yanking,0,205,2145,2452,97
yanking,0,409,2145,2390,-2297
yanking,1,422,3727,2523,4034
yanking,1,395,1854,2456,520
yanking,2,408,1854,2395,-2811
yanking,2,421,1763,2331,-5260
yanking,3,433,4019,2499,3716
yanking,3,400,2811,2561,5967
yanking,3,387,3130,2674,9187
yanking,4,365,4685,2875,17106
yanking,4,325,4019,2989,18318
yanking,5,302,3508,3092,19570
yanking,5,281,3508,3175,19002
yanking,6,265,4019,3343,24043
yanking,6,231,3121,3298,17023
yanking,6,240,3121,3262,11900
yanking,7,247,4019,3413,15584
yanking,7,217,4019,3534,17375
yanking,8,193,5418,3722,23371
yanking,8,156,5830,3932,27063
yanking,9,114,3508,3847,17563
yanking,9,131,3508,3779,11274
yanking,10,145,3408,3704,5029
yanking,10,160,4899,3943,15825
yanking,10,112,3508,3856,8436
yanking,11,129,4685,4021,14198
yanking,11,96,4019,4020,11318
yanking,12,96,5631,4181,16039
yanking,12,64,3508,4046,6277
yanking,13,91,3508,3938,-692
yanking,13,113,6919,4236,13807
yanking,13,53,4096,4208,9712
yanking,14,59,4019,4170,6202
yanking,14,66,4081,4152,4225
yanking,15,70,3975,4116,1610
yanking,15,77,3931,4079,-140
yanking,16,85,4096,4082,5
yanking,16,84,3931,4051,-1431
yanking,17,90,4159,4072,-170
yanking,17,86,3960,4049,-1110
yanking,18,91,4192,4077,461
yanking,18,85,4143,4090,1012
yanking,18,82,3903,4052,-995
yanking,19,90,4192,4080,385
yanking,19,84,3960,4056,-715
yanking,20,89,4159,4076,264
yanking,20,85,4143,4089,787
yanking,21,83,3889,4049,-1336
yanking,21,91,4208,4080,222
yanking,22,84,4081,4080,177
yanking,22,84,4112,4086,444
yanking,22,83,4005,4069,-496
yanking,23,87,3975,4050,-1162
yanking,23,90,4284,4096,1123
yanking,24,81,3833,4043,-1693
yanking,24,92,4301,4094,633
yanking,25,82,4096,4094,506
yanking,25,82,4081,4091,251
yanking,25,82,4143,4101,694
yanking,26,80,3960,4072,-650
yanking,26,86,4176,4092,325
yanking,27,82,4096,4092,260
yanking,27,82,3990,4071,-595
yanking,28,86,3820,4020,-2520
yanking,28,96,4301,4076,2
yanking,29,85,4143,4089,659
yanking,29,83,4362,4143,2731
yanking,30,72,3903,4095,-117
yanking,30,81,4318,4139,1774
yanking,31,73,4005,4112,62
yanking,31,78,4128,4115,200
yanking,31,77,4019,4095,-850
yanking,32,81,4250,4126,587
yanking,32,75,4258,4152,1693
yanking,33,70,4176,4156,1550
yanking,33,69,3990,4122,-251
yanking,34,76,4301,4157,1502
yanking,34,69,3917,4109,-1204
yanking,34,79,4192,4125,-178
yanking,35,75,4284,4156,1235
yanking,35,69,3975,4119,-486
yanking,36,77,4128,4120,-348
yanking,36,76,3975,4091,-1590
yanking,37,82,4301,4133,718
yanking,37,74,3676,4041,-3626
yanking,38,92,3234,3879,-10651
yanking,38,0,3234,3750,-14798
yanking,38,0,3158,3631,-17615
yanking,39,0,2999,3504,-19275
yanking,39,0,3186,3440,-18302
yanking,0,205,3033,2142,35878
yanking,0,471,1587,2086,26121
yanking,1,475,1587,2036,18421
yanking,1,466,2558,2140,20002
yanking,1,472,2558,2223,20182
yanking,2,455,1339,2134,12498
yanking,2,473,4019,2322,17815
yanking,3,435,2811,2419,19200
yanking,3,416,2804,2496,18440
yanking,4,400,2811,2559,17709
yanking,4,388,2811,2609,16374
yanking,5,378,3130,2713,18418
yanking,5,357,2558,2682,13168
yanking,5,363,4675,2881,20434
yanking,6,323,4877,3080,25517
yanking,6,284,4877,3259,27460
yanking,7,248,2747,3156,17154
yanking,7,268,4019,3328,21350
yanking,8,234,4019,3466,24138
yanking,8,206,3520,3476,19811
yanking,8,204,5616,3690,26575
yanking,9,162,4005,3753,23969
yanking,9,150,4019,3806,21338
yanking,10,139,4019,3848,18831
yanking,10,131,4019,3882,16355
yanking,11,124,4019,3909,14209
yanking,11,119,3508,3828,7582
yanking,12,135,4019,3866,7866
yanking,12,127,5587,4038,14146
yanking,13,93,5631,4197,19367
yanking,13,61,3508,4059,8576
yanking,13,89,4675,4182,11881
yanking,14,64,4665,4278,14390
yanking,14,45,4696,4361,14879
yanking,15,28,3508,4190,4112
yanking,15,62,4675,4287,7525
yanking,16,43,4675,4364,9560
yanking,16,28,3508,4192,-65
yanking,17,62,4685,4290,4246
yanking,17,42,3508,4133,-3871
yanking,17,74,7943,4514,14583
yanking,18,1,4128,4436,8489
yanking,18,13,4159,4380,4372
yanking,19,24,3931,4290,-229
yanking,19,42,4019,4235,-2660
yanking,20,53,4159,4219,-2819
yanking,20,57,3889,4153,-5081
yanking,21,70,4192,4160,-3723
yanking,21,68,4065,4141,-3847
yanking,22,72,3975,4107,-4670
yanking,22,79,4128,4111,-3548
yanking,22,78,3946,4078,-4166
yanking,23,85,3833,4029,-5666
yanking,23,95,4159,4055,-3544
yanking,24,89,3931,4030,-3825
yanking,24,94,3917,4007,-3888
yanking,25,99,4284,4062,-414
yanking,25,88,4143,4078,367
yanking,26,85,3960,4054,-830
yanking,26,90,4192,4081,422
yanking,27,84,3903,4045,-1457
yanking,27,91,3917,4019,-2409
yanking,28,97,4081,4031,-1359
yanking,28,94,4005,4025,-1321
yanking,28,95,4128,4045,-115
yanking,29,91,4242,4084,1611
yanking,29,84,3975,4062,437
yanking,30,88,4159,4081,1117
yanking,30,84,4192,4103,1764
yanking,31,80,3960,4074,200
yanking,31,86,4176,4094,944
yanking,32,82,4019,4079,122
yanking,32,85,4096,4082,244
yanking,33,84,3975,4060,-885
yanking,33,88,4143,4076,29
yanking,34,85,3975,4055,-1006
yanking,34,89,4192,4082,468
yanking,34,84,4065,4078,219
yanking,35,85,3946,4051,-1132
yanking,35,90,4208,4082,268
yanking,36,84,4050,4075,-70
yanking,36,85,4096,4079,97
yanking,37,85,3975,4058,-967
yanking,37,89,4225,4091,543
yanking,38,82,3990,4070,-531
yanking,38,86,4192,4094,523
yanking,39,82,4050,4085,-35
yanking,39,83,4050,4078,-363
yanking,40,85,4318,4126,1979
yanking,40,75,3875,4075,-524
yanking,41,85,4065,4073,-495
yanking,41,86,4050,4068,-635
yanking,41,87,3590,3972,-3992
yanking,42,106,3376,3852,-8962
yanking,42,0,3085,3698,-13909
yanking,43,0,3025,3563,-16933
yanking,43,0,2999,3450,-17995
yanking,44,0,3215,3403,-16374
yanking,0,205,1880,2686,-1659
yanking,0,362,3121,2773,2290
yanking,1,345,2804,2779,2107
yanking,1,344,2804,2784,1885
yanking,2,343,1763,2681,-3733
yanking,2,363,5616,2974,11482
yanking,3,305,4019,3078,14438
yanking,3,284,2811,3024,9359
yanking,3,295,4675,3189,15108
yanking,4,262,4019,3355,18807
yanking,4,229,4019,3487,20252
yanking,5,202,3112,3412,13288
yanking,5,217,3543,3438,11842
yanking,6,212,3508,3452,10115
yanking,6,209,4019,3565,12648
yanking,7,187,4685,3789,21517
yanking,7,143,3508,3732,14334
yanking,8,154,4019,3789,14345
yanking,8,143,3508,3732,9144
yanking,8,154,3508,3687,5474
yanking,9,163,4005,3750,7513
yanking,9,150,3508,3701,4065
yanking,10,160,3520,3664,1632
yanking,10,168,4675,3866,9180
yanking,11,127,4675,4027,14797
yanking,11,95,3121,3936,8510
yanking,12,113,6766,4219,17949
yanking,12,57,4128,4200,13632
yanking,13,60,3806,4121,7613
yanking,13,76,3861,4069,4067
yanking,14,87,3903,4035,1704
yanking,14,93,3820,3992,-343
yanking,15,102,4005,3994,-183
yanking,15,102,3727,3940,-2444
yanking,16,112,3931,3938,-2050
yanking,16,113,3946,3939,-1589
yanking,16,113,4200,3991,1187
yanking,17,102,3833,3959,-351
yanking,17,109,3806,3928,-1674
yanking,18,115,3875,3917,-1816
yanking,18,117,4019,3937,-657
yanking,19,113,3875,3924,-1108
yanking,19,116,4225,3984,1489
yanking,20,104,3946,3976,796
yanking,20,105,3931,3967,155
yanking,21,107,3889,3951,-654
yanking,21,110,4143,3989,975
yanking,22,103,3820,3955,-593
yanking,22,109,4005,3965,-2
yanking,22,107,3903,3952,-565
yanking,23,110,3903,3942,-841
yanking,23,112,3903,3934,-1026
yanking,24,114,4035,3954,5
yanking,24,110,3975,3958,167
yanking,25,109,3875,3941,-651
yanking,25,112,4233,3999,2028
yanking,26,101,4050,4009,2112
yanking,26,99,4050,4017,2115
yanking,27,97,4019,4017,1692
yanking,27,97,3946,4002,605
yanking,27,100,4112,4024,1323
yanking,28,96,4217,4062,2575
yanking,28,88,4233,4096,3634
yanking,29,81,3861,4049,775
yanking,29,91,3975,4034,-19
yanking,30,94,3917,4010,-1134
yanking,30,98,4159,4039,564
yanking,31,93,3990,4029,-27
yanking,31,95,4159,4055,1022
yanking,32,89,4217,4087,2036
yanking,32,83,4176,4104,2454
yanking,32,80,3917,4066,270
yanking,33,87,3990,4050,-470
yanking,33,90,4096,4059,-31
yanking,34,89,4096,4066,265
yanking,34,87,4143,4081,791
yanking,35,84,3960,4056,-435
yanking,35,89,3875,4019,-1757
yanking,36,97,4242,4063,386
yanking,36,88,3820,4014,-1707
yanking,37,98,3663,3943,-4493
yanking,37,112,3244,3803,-9194
yanking,38,0,3103,3663,-13704
yanking,38,0,3103,3551,-15822
yanking,39,0,3042,3449,-17561
yanking,39,0,2926,3344,-19461
yanking,0,205,2552,2364,22211
yanking,0,427,2552,2401,19157
yanking,1,419,4019,2562,22884
yanking,1,387,4019,2707,24107
yanking,2,358,1409,2577,12703
yanking,2,384,1409,2460,4523
yanking,2,408,2167,2401,471
yanking,3,419,4019,2562,7029
yanking,3,387,4019,2707,11927
yanking,4,358,3121,2789,13153
yanking,4,342,5616,3071,21962
yanking,5,285,4019,3260,26279
yanking,5,248,3130,3234,19983
yanking,6,253,4019,3391,23758
yanking,6,221,4005,3513,24602
yanking,7,197,3520,3514,19735
yanking,7,197,2819,3375,8957
yanking,7,225,3121,3324,4888
yanking,8,235,4019,3463,10405
yanking,8,207,4019,3574,12808
yanking,9,185,5631,3779,20445
yanking,9,145,4019,3827,18738
