yanking,0,0,205,1969,2353,-2886
yanking,0,0,523,2620,2406,-222
yanking,0,1,533,2620,2448,1540
yanking,0,1,540,2145,2387,-1833
yanking,0,2,529,1775,2325,-4330
yanking,0,2,518,3508,2443,890
yanking,0,3,539,3121,2578,7249
yanking,0,3,564,4019,2722,11712
yanking,0,4,589,3520,2881,15449
yanking,0,4,618,3397,2984,16504
yanking,0,5,637,2864,2960,12035
yanking,0,5,632,4081,3072,13902
yanking,0,6,652,2558,2969,6934
yanking,0,6,634,3130,3001,6802
yanking,0,7,640,4019,3102,9394
yanking,0,7,658,4005,3282,15515
yanking,0,8,690,5631,3516,22162
yanking,0,8,732,4665,3745,25967
yanking,0,9,774,3520,3700,18987
yanking,0,9,766,4005,3761,17853
yanking,0,10,776,4019,3812,16425
yanking,0,10,786,4019,3853,14693
yanking,0,11,793,4019,3886,13123
yanking,0,11,799,4675,4043,16166
yanking,0,12,827,5676,4206,19362
yanking,0,12,857,8595,4644,34742
yanking,0,13,935,7827,4962,40513
yanking,0,13,907,6164,5202,43053
yanking,0,14,859,5459,5253,36689
yanking,0,14,849,5783,5359,34020
yanking,0,14,828,6809,5649,41752
yanking,0,15,770,6328,5784,39739
yanking,0,15,743,7032,6033,43536
yanking,0,16,693,6745,6175,40520
yanking,0,16,665,7126,6365,39572
yanking,0,17,627,7126,6517,38965
yanking,0,17,596,7246,6662,37290
yanking,0,18,567,8032,6936,40792
yanking,0,18,512,7421,7033,36944
yanking,0,19,493,7473,7121,33252
yanking,0,19,475,7370,7170,28450
yanking,0,20,466,8377,7411,32760
yanking,0,20,417,8217,7572,32062
yanking,0,21,385,7525,7562,25244
yanking,0,21,387,7579,7565,20327
yanking,0,22,387,8312,7714,22588
HOLD,1,0,0,8002,8312,-310
HOLD,1,1,0,6853,8002,-1149
HOLD,1,1,0,6641,6853,-212
HOLD,1,1,0,6112,6641,-529
HOLD,1,2,0,6500,6112,388
HOLD,1,2,0,6200,6500,-300
HOLD,1,3,0,6236,6200,36
HOLD,1,3,0,6077,6236,-159
HOLD,1,4,0,5926,6077,-151
HOLD,1,4,0,5544,5926,-382
