,0,0
,1,0
,1,196
,1,196
,2,196
,2,196
,2,196
,3,196
,3,196
,3,196
,4,196
,4,196
,4,196
,5,196
,5,196
,5,196
,6,196
,6,196
,6,214
,7,214
,7,214
,7,214
,8,214
,8,214
,8,214
,8,214
,9,214
,9,214
,9,214
,10,214
,10,214
,10,214
,11,214
,11,229
,11,299
,12,299
,12,299
,12,299
,13,299
,13,299
,13,299
,14,299
,14,299
,14,299
,15,299
,15,299
,15,299
,15,299
,16,299
,16,299
,16,298
,17,388
,17,503
,17,647
,18,647
,18,647
,18,647
,19,647
,19,647
,19,647
,19,647
,20,647
,20,602
,20,602
,21,602
,21,602
,21,602
,22,602
,22,624
,22,624
,23,624
,23,676
,23,676
,24,738
,24,738
,24,738
,24,738
,25,738
,25,738
,25,738
,26,725
,26,725
,26,794
,27,794
,27,794
,27,838
,28,838
,28,918
,28,918
,29,984
,29,984
,29,1070
,29,1070
,30,1070
,30,1093
,30,1093
,31,1189
,31,1189
,31,1189
,32,1219
,32,1329
,32,1439
,33,1439
,33,1546
,33,1546
,33,1546
,34,2588
,34,2588
,34,2726
,35,2811
,35,2811
,35,3334
,36,3931
,36,3931
,36,3167
,37,3452
,37,3365
,37,3365
,38,3508
,38,3508
,38,3626
,39,3626
,39,3676
,39,3676
,39,3602
,40,3714
,40,3626
,40,3740
,41,3740
,41,3590
,41,3766
,42,3676
,42,3779
,42,3676
,43,3847
,43,4005
,43,4005
,44,5037
,44,5473
,44,4737
,44,5025
,45,5220
,45,5183
,45,5544
,46,5558
,46,6009
,46,6112
,47,6272
,47,6461
,47,6875
,48,7102
,48,7246
,48,7370
,48,7827
,49,7771
,49,8093
,49,8217
,50,8345
,50,8753
,50,8771
,51,8935
,51,9203
,51,9283
,52,9509
,52,9659
,52,9769
,53,9927
,53,10067
,53,10359
,53,10485
,54,10434
,54,10748
,54,10884
,55,11052
,55,11226
,55,11255
,56,11405
,56,11590
,56,11781
,57,11813
,57,11911
,57,12113
,58,12113
,58,12217
,58,12287
,58,12538
,59,12612
,59,12724
,59,12762
,60,12954
,60,12994
,60,13193
,61,13316
,61,13316
,61,13441
,62,13484
,62,13612
,62,13699
,63,13832
,63,13967
,63,13967
,64,14104
,64,14104
,64,14245
,65,14245
,65,14245
,65,14292
,65,14534
,66,14534
,66,14584
,66,14734
,67,14836
,67,14888
,67,14992
,68,15044
,68,15044
,68,15151
,69,15204
,69,15368
,69,15313
,70,15479
,70,15479
,70,15535
,71,15535
,71,15648
,71,15705
,72,15705
,72,15705
,72,15821
,73,15821
,73,15880
,73,15998
,73,15998
,74,16058
,74,16058
,74,16179
,75,16240
,75,16240
,75,16364
,76,16427
,76,16427
,76,16427
,77,16554
,77,16554
,77,16427
,78,16748
,78,16618
,78,16618
,79,16618
,79,16813
,79,16748
,80,16813
,80,16813
,80,16913
,81,16913
,81,17013
,81,16913
,81,17115
,82,17115
,82,17115
,82,17115
,83,17218
,83,17218
,83,17218
,84,17323
,84,17218
,84,17323
,85,17428
,85,17428
,85,17428
,86,17323
,86,17428
,86,17428
,87,17428
,87,17535
,87,17535
,88,17535
,88,17643
,88,17643
,88,17643
,89,17643
,89,17643
,89,17753
,90,17643
,90,17753
,90,17864
,91,17864
,91,17864
,91,17864
,92,17864
,92,17864
,92,17976
,93,17976
,93,17976
,93,18090
,94,17976
,94,17976
,94,17976
,94,18205
,95,18090
,95,18090
,95,18205
,96,18090
,96,18205
,96,18205
,97,18205
,97,18205
,97,18322
,98,18205
,98,18322
,98,18322
,99,18322
,99,18322
,99,18322
,99,18322
,100,18440
,100,18440
,100,18440
,101,18440
,101,18440
,101,18440
,102,18322
,102,18440
,102,18440
,103,18560
,103,18560
,103,18560
,104,18560
,104,18560
,104,18560
,104,18560
,105,18560
,105,18560
,105,18681
,106,18560
,106,18681
,106,18560
,107,18804
,107,18681
,107,18681
,108,18804
,108,18681
,108,18804
,109,18804
,109,18804
,109,18681
,109,18804
,110,18804
,110,18804
,110,18804
,111,18804
,111,18804
,111,18928
,112,18804
,112,18804
,112,18928
,113,18928
,113,18928
,113,18804
,113,18928
,114,18928
,114,18928
,114,18928
,115,18681
,115,18804
,115,18928
,116,18928
,116,19054
,116,18928
,117,18928
,117,18928
