ks,0,1,0,0,0,0
ks,0,1,150,0,0,0
ks,0,1,150,186,18,789
ks,0,2,150,243,40,1602
ks,0,2,150,317,67,2517
ks,0,3,150,317,92,3081
ks,0,3,150,317,114,3473
ks,0,4,150,317,134,3677
ks,0,4,150,317,152,3819
ks,0,5,150,317,168,3787
ks,0,5,150,317,182,3682
ks,0,5,150,317,195,3551
ks,0,6,150,317,207,3363
ks,0,6,150,329,219,3230
ks,0,7,150,329,230,3054
ks,0,7,150,329,239,2856
ks,0,8,150,398,254,2963
ks,0,8,150,398,268,3005
ks,0,9,150,398,281,2988
ks,0,9,150,425,295,3028
ks,0,9,150,425,308,3013
ks,0,10,150,425,319,2917
ks,0,10,150,467,333,2967
ks,0,11,150,467,346,2927
ks,0,11,150,467,358,2876
ks,0,12,150,467,379,3261
ks,0,12,150,494,402,3644
ks,0,12,150,494,420,3752
ks,0,13,150,541,444,4105
ks,0,13,150,591,473,4617
ks,0,14,150,591,496,4682
ks,0,14,150,647,526,5140
ks,0,15,150,647,550,5105
ks,0,15,150,647,569,4961
ks,0,16,150,678,590,4904
ks,0,16,150,678,607,4706
ks,0,17,150,740,633,4952
ks,0,17,150,740,654,4911
ks,0,17,150,788,680,5140
ks,0,18,150,788,701,5029
ks,0,18,150,860,732,5416
ks,0,19,150,860,757,5412
ks,0,19,150,902,786,5638
ks,0,20,150,988,826,6300
ks,0,20,150,988,858,6511
ks,0,20,150,1021,890,6676
   
NEW TEST
HOLD,1,0,400,2797,2832,-82
HOLD,1,1,410,2991,2863,194
HOLD,1,1,410,2991,2888,0
HOLD,1,2,420,2895,2889,-96
HOLD,1,2,420,2895,2890,0
HOLD,1,3,430,2895,2891,0
HOLD,1,3,430,2747,2862,-148
HOLD,1,4,430,2902,2870,155
HOLD,1,4,440,2966,2889,64
HOLD,1,4,440,3889,2988,923
HOLD,1,5,450,3975,3185,86
HOLD,1,5,450,3355,3219,-620
HOLD,1,6,460,3397,3254,42
HOLD,1,6,460,3419,3287,22
HOLD,1,7,470,3463,3322,44
HOLD,1,7,470,3566,3370,103
HOLD,1,7,470,3689,3433,123
HOLD,1,8,480,3847,3515,158
HOLD,1,8,480,3847,3581,0
HOLD,1,9,490,4065,3677,218
HOLD,1,9,490,4112,3764,47
HOLD,1,10,500,4192,3849,80
HOLD,1,10,500,4258,3930,66
HOLD,1,10,500,4547,4053,289
HOLD,1,0,-15,4566,4155,19
ks,0,0,0,0,0,0
ks,0,1,150,0,0,0
ks,0,1,150,465,46,2174
ks,0,2,150,506,92,3747
ks,0,2,150,828,165,6416
ks,0,3,150,828,231,8195
ks,0,3,150,828,290,9345
ks,0,3,150,828,343,10005
ks,0,4,150,828,391,10306
ks,0,4,150,828,434,10240
ks,0,5,150,828,473,9865
ks,0,5,150,828,508,9546
ks,0,6,150,668,540,9128
ks,0,6,150,668,565,8527
ks,0,6,150,668,585,7769
ks,0,7,150,668,601,6978
ks,0,7,150,668,614,6195
ks,0,8,150,668,624,5395
ks,0,8,150,640,627,4469
ks,0,9,150,710,643,4319
ks,0,9,150,710,656,4071
ks,0,9,150,710,666,3734
ks,0,10,150,710,674,3341
ks,0,10,150,710,681,3001
ks,0,11,150,710,686,2616
ks,0,11,150,695,687,2140
ks,0,12,150,695,688,1758
ks,0,12,150,757,701,2032
ks,0,12,150,757,712,2146
ks,0,13,150,757,721,2143
ks,0,13,150,757,728,2043
ks,0,14,150,774,737,2030
ks,0,14,150,844,758,2603
ks,0,15,150,844,775,2884
ks,0,15,150,902,800,3336
ks,0,16,150,988,837,4270
ks,0,16,150,988,867,4749
ks,0,16,150,988,891,4890
ks,0,17,150,1002,913,4918
ks,0,17,150,1089,948,5536
ks,0,18,150,1089,976,5578
ks,0,18,150,1089,998,5464
ks,0,19,150,1109,1020,5344
ks,0,19,150,1205,1057,5976
ks,0,20,150,1205,1086,6084
ks,0,20,150,1205,1109,5919
ks,0,20,150,1333,1153,6753
   
NEW TEST
HOLD,1,0,400,5391,5628,-315
HOLD,1,1,410,5364,5575,-27
HOLD,1,1,410,5285,5517,-79
HOLD,1,2,420,5121,5437,-164
HOLD,1,2,420,5002,5350,-119
HOLD,1,2,420,4956,5271,-46
HOLD,1,3,430,4944,5205,-12
HOLD,1,3,430,5145,5193,201
HOLD,1,4,440,5037,5161,-108
HOLD,1,4,440,5220,5172,183
HOLD,1,5,450,5049,5147,-171
HOLD,1,5,450,5145,5146,96
HOLD,1,6,460,5072,5131,-73
HOLD,1,6,460,5025,5109,-47
HOLD,1,6,460,5183,5123,158
HOLD,1,7,470,5085,5115,-98
HOLD,1,7,470,5220,5136,135
HOLD,1,8,480,5259,5160,39
HOLD,1,8,480,5285,5185,26
HOLD,1,9,490,5285,5205,0
HOLD,1,9,490,5298,5223,13
HOLD,1,10,490,5272,5232,-26
HOLD,1,10,500,5285,5242,13
HOLD,1,10,500,4967,5187,-318
HOLD,1,0,-15,5072,5164,105
ks,0,0,0,0,0,0
ks,0,1,150,0,0,0
ks,0,1,150,389,38,1739
ks,0,2,150,506,84,3555
ks,0,2,150,506,126,4829
ks,0,3,150,506,164,5647
ks,0,3,150,506,198,6125
ks,0,3,150,506,228,6335
ks,0,4,150,506,255,6221
ks,0,4,150,506,280,6145
ks,0,5,150,506,302,5929
ks,0,5,150,506,322,5682
ks,0,6,150,506,340,5404
ks,0,6,150,506,356,5081
ks,0,6,150,506,371,4760
ks,0,7,150,554,389,4575
ks,0,7,150,706,420,5085
ks,0,8,150,706,448,5361
ks,0,8,150,706,473,5454
ks,0,9,150,706,496,5415
ks,0,9,150,706,517,5348
ks,0,9,150,706,535,5137
ks,0,10,150,706,569,5607
ks,0,10,150,706,596,5774
ks,0,11,150,706,618,5647
ks,0,11,150,706,635,5325
ks,0,12,150,706,649,4915
ks,0,12,150,706,660,4454
ks,0,12,150,520,646,2893
ks,0,13,150,520,620,1161
ks,0,13,150,520,600,-10
ks,0,14,150,520,584,-728
ks,0,14,150,520,571,-1147
ks,0,15,150,520,560,-1438
ks,0,15,150,520,552,-1521
ks,0,15,150,651,571,-341
ks,0,16,150,651,587,474
ks,0,16,150,651,599,946
ks,0,17,150,651,609,1189
ks,0,17,150,651,617,1326
ks,0,18,150,651,623,1337
ks,0,18,150,651,628,1312
ks,0,18,150,790,660,2584
ks,0,19,150,790,686,3317
ks,0,19,150,790,706,3599
ks,0,20,150,790,722,3580
ks,0,20,150,811,739,3647
ks,0,21,150,888,768,4212
   
NEW TEST
HOLD,1,0,400,5072,5205,-136
HOLD,1,1,410,4990,5162,-82
HOLD,1,1,410,4933,5116,-57
HOLD,1,2,420,4696,5032,-237
HOLD,1,2,420,4801,4985,105
HOLD,1,2,420,4556,4899,-245
HOLD,1,3,430,4585,4836,29
HOLD,1,3,430,4615,4791,30
HOLD,1,4,440,4855,4803,240
HOLD,1,4,440,4737,4789,-118
HOLD,1,5,450,4822,4795,85
HOLD,1,5,450,4866,4809,44
HOLD,1,6,460,4899,4827,33
