1,0,0,0,525
2,0,0,0,525
2,275,55,6748,525
3,275,99,6541,525
4,275,134,5462,525
4,275,162,4538,525
5,275,184,3411,525
6,275,202,2847,525
6,382,238,5013,525
7,2346,659,51801,484
8,1564,840,32134,463
8,2811,1234,54993,416
9,3121,1611,54022,371
10,2341,1757,28394,354
10,2811,1967,31406,330
11,3121,2197,33826,302
12,2811,2319,21354,288
12,3130,2481,24209,268
13,3508,2686,27940,244
14,3121,2773,16054,234
14,3130,2844,11949,225
15,3520,2979,18679,209
16,2341,2851,0,224
16,3931,3067,26749,199
17,3177,3089,7821,196
18,4685,3408,39940,159
18,3508,3428,10351,156
19,3520,3446,4235,154
20,2811,3319,0,169
20,3508,3356,4385,164
21,4675,3619,32707,134
22,3121,3519,0,145
22,3520,3519,0,145
23,3121,3439,0,155
24,5798,3910,56491,99
24,3344,3796,0,112
25,3497,3736,0,120
26,3387,3666,0,128
26,3543,3641,0,131
27,3508,3614,0,134
28,3365,3564,0,140
28,3244,3500,0,147
29,3215,3443,0,154
30,3508,3456,1502,153
31,3441,3453,0,153
31,3508,3464,1347,152
32,3263,3423,0,157
33,3355,3409,0,158
33,3253,3377,0,162
34,3614,3424,5513,157
35,3355,3410,0,158
35,3253,3378,0,162
36,3293,3361,0,163
37,3376,3364,352,163
37,3463,3383,2097,162
38,3452,3396,1942,160
39,3614,3439,5410,155
40,3430,3437,869,155
40,3508,3451,1894,153
41,3234,3407,0,159
42,3430,3411,473,158
42,3365,3401,0,159
43,3463,3413,1415,158
44,3205,3371,0,162
44,3566,3410,4221,158
45,3324,3392,0,161
46,3283,3370,0,162
47,3614,3418,5231,157
47,3387,3411,226,158
48,3452,3419,936,157
49,3430,3421,423,157
49,3344,3405,0,159
50,3397,3403,0,159
51,3714,3465,7251,151
51,3676,3507,6250,146
52,3387,3483,0,149
53,3497,3485,234,149
54,3408,3469,0,151
54,3554,3486,1994,149
55,3497,3488,630,149
56,3474,3485,0,149
56,3689,3525,4719,144
57,3626,3545,3175,142
58,3520,3540,47,143
58,3441,3520,0,145
59,3397,3495,0,148
60,3626,3521,3127,144
60,3452,3507,0,146
61,3602,3526,2292,144
62,3397,3500,0,147
62,3508,3501,122,147
63,3419,3484,0,149
64,3590,3505,2511,146
64,3639,3531,3556,144
65,3497,3524,0,144
66,3419,3503,0,147
66,3344,3471,0,151
67,3590,3494,2775,148
68,3578,3510,2482,146
68,3753,3558,6160,141
69,3430,3532,0,144
70,3419,3509,0,146
70,3365,3480,0,150
71,3639,3511,3751,146
72,3689,3546,4954,142
72,3689,3574,4304,139
73,3419,3543,0,143
74,3376,3509,0,146
74,3651,3537,3303,143
75,3497,3529,0,144
76,3766,3576,5654,139
76,3441,3549,0,142
77,3463,3531,0,144
78,3283,3481,0,149
78,3651,3515,4133,145
79,3714,3554,5539,141
80,3474,3538,0,143
80,3419,3514,0,145
