,0,80,0,0,0
,1,1126,0,0,0
,1,80,0,0,0
,1,1126,0,0,0
,2,86,745,74,745
,2,1132,745,74,745
,2,87,153,81,-592
,2,1133,153,81,-592
,3,88,153,88,0
,3,1134,153,88,0
,3,88,153,94,0
,3,1134,153,94,0
,4,89,153,99,0
,4,1135,153,99,0
,4,89,153,104,0
,4,1135,153,104,0
,5,89,153,108,0
,5,1135,153,108,0
,5,90,153,112,0
,5,1136,153,112,0
,6,90,153,116,0
,6,1136,153,116,0
,6,91,153,123,0
,6,1137,153,123,0
,7,91,153,129,0
,7,1137,153,129,0
,7,92,174,133,21
,7,1138,174,133,21
,8,92,174,141,0
,8,1138,174,141,0
,8,93,221,149,47
,8,1139,221,149,47
,9,95,375,171,154
,9,1141,375,171,154
,9,97,375,191,0
,9,1143,375,191,0
,10,99,375,209,0
,10,1144,375,209,0
,10,100,375,225,0
,10,1145,375,225,0
,11,102,375,240,0
,11,1147,375,240,0
,11,103,375,253,0
,12,1148,375,253,0
,12,104,375,265,0
,12,1149,375,265,0
,13,105,375,276,0
,13,1150,375,276,0
,13,106,375,285,0
,13,1151,375,285,0
,14,107,350,298,-25
,14,1152,350,298,-25
,14,108,453,313,103
,14,1153,453,313,103
,15,109,453,326,0
,15,1154,453,326,0
,15,111,453,338,0
,15,1156,453,338,0
,16,112,453,349,0
,16,1157,453,349,0
,16,113,453,369,0
,16,1158,453,369,0
,17,115,453,385,0
,17,1160,453,385,0
,17,116,453,398,0
,17,1161,453,398,0
,18,117,429,404,-24
,18,1162,429,404,-24
,18,118,557,419,128
,19,1162,557,419,128
,19,121,557,446,0
,19,1165,557,446,0
,20,123,557,468,0
,20,1167,557,468,0
,20,124,557,485,0
,20,1168,557,485,0
,21,125,557,499,0
,21,1169,557,499,0
,21,128,630,525,73
,21,1172,630,525,73
,22,130,630,546,0
,22,1174,630,546,0
,22,131,630,562,0
,22,1175,630,562,0
,23,132,630,575,0
,23,1176,630,575,0
,23,134,637,587,7
,23,1178,637,587,7
,24,134,637,597,0
,24,1178,637,597,0
,24,136,695,616,58
,24,1180,695,616,58
,25,138,695,631,0
,25,1181,695,631,0
,25,139,736,652,41
,26,1182,736,652,41
,26,142,804,682,68
,26,1185,804,682,68
,27,144,804,706,0
,27,1187,804,706,0
,27,147,828,730,24
,27,1190,828,730,24
,28,150,905,765,77
,28,1193,905,765,77
,28,152,905,793,0
,28,1195,905,793,0
,29,154,905,815,0
,29,1197,905,815,0
,29,157,927,837,22
,29,1199,927,837,22
,30,160,1014,872,87
,30,1202,1014,872,87
,30,162,1014,900,0
,30,1204,1014,900,0
,31,165,1041,928,27
,31,1207,1041,928,27
,31,169,1134,969,93
,31,1211,1134,969,93
,32,172,1134,1002,0
,32,1214,1134,1002,0
,32,175,1169,1035,35
,33,1217,1169,1035,35
,33,179,1267,1081,98
,33,1220,1267,1081,98
,33,182,1267,1118,0
,34,1223,1267,1118,0
,34,187,1395,1173,128
,34,1228,1395,1173,128
,35,191,1395,1217,0
,35,1232,1395,1217,0
,35,195,1424,1258,29
,35,1236,1424,1258,29
,36,200,1542,1314,118
,36,1240,1542,1314,118
,36,212,2570,1439,1028
,36,1252,2570,1439,1028
,37,221,2447,1539,-123
,37,1260,2447,1539,-123
,37,229,2447,1629,0
,37,1268,2447,1629,0
,38,235,2253,1691,-194
,38,1274,2253,1691,-194
,38,244,2202,1793,-51
,39,1282,2202,1793,-51
,39,250,2425,1856,223
,39,1288,2425,1856,223
,39,260,2367,1958,-58
,40,1297,2367,1958,-58
,40,268,2902,2052,535
,40,1305,2902,2052,535
,41,276,2902,2137,0
,41,1312,2902,2137,0
,41,279,2301,2169,-601
,41,1315,2301,2169,-601
,42,289,2699,2275,398
,42,1325,2699,2275,398
,42,298,2804,2380,105
,42,1333,2804,2380,105
,43,306,2804,2464,0
,43,1341,2804,2464,0
,43,313,2826,2536,22
,43,1348,2826,2536,22
,44,317,2754,2579,-72
,44,1351,2754,2579,-72
,44,323,2902,2643,148
,44,1357,2902,2643,148
,45,326,2819,2678,-83
,45,1360,2819,2678,-83
,45,331,2934,2729,115
,46,1365,2934,2729,115
,46,336,3033,2789,99
,46,1369,3033,2789,99
,46,341,3033,2837,0
,47,1374,3033,2837,0
,47,345,3077,2885,44
,47,1378,3077,2885,44
,47,347,3008,2909,-69
,48,1380,3008,2909,-69
,48,350,3068,2940,60
,48,1383,3068,2940,60
,49,349,2879,2927,-189
,49,1382,2879,2927,-189
,49,351,3068,2955,189
,49,1384,3068,2955,189
,50,356,3224,3008,156
,50,1388,3224,3008,156
,50,374,4967,3203,1743
,50,1405,4967,3203,1743
,51,391,4112,3384,-855
,51,1422,4112,3384,-855
,51,401,3960,3499,-152
,51,1431,3960,3499,-152
,52,411,4005,3600,45
,52,1441,4005,3600,45
,52,419,4065,3693,60
,52,1448,4065,3693,60
,53,428,4159,3786,94
,53,1457,4159,3786,94
,53,439,4389,3906,230
,53,1467,4389,3906,230
,54,449,4471,4019,82
,54,1477,4471,4019,82
,54,458,4518,4118,47
,54,1485,4518,4118,47
,55,470,4769,4248,251
,55,1497,4769,4248,251
,55,482,4877,4373,108
,55,1508,4877,4373,108
,56,492,4921,4482,44
,56,1517,4921,4482,44
,56,502,5061,4597,140
,56,1527,5061,4597,140
,57,515,5259,4729,198
,57,1539,5259,4729,198
,57,526,5324,4848,65
,58,1550,5324,4848,65
,58,540,5631,5004,307
,58,1563,5631,5004,307
,58,553,5736,5150,105
,59,1575,5736,5150,105
,59,568,5926,5305,190
,59,1590,5926,5305,190
,60,580,5959,5435,33
,60,1601,5959,5435,33
,60,591,6077,5563,118
,60,1611,6077,5563,118
,61,605,6328,5716,251
,61,1625,6328,5716,251
,61,619,6442,5861,114
,61,1638,6442,5861,114
,62,633,6620,6012,178
,62,1651,6620,6012,178
,62,648,6831,6175,211
,62,1665,6831,6175,211
,63,660,6875,6315,44
,63,1677,6875,6315,44
,63,672,6964,6444,89
,63,1688,6964,6444,89
,64,691,7447,6644,483
,64,1706,7447,6644,483
,64,707,7525,6820,78
,64,1721,7525,6820,78
,65,722,7660,6988,135
,65,1736,7660,6988,135
,65,738,7856,7161,196
,65,1751,7856,7161,196
,66,751,7856,7300,0
,66,1763,7856,7300,0
,66,765,8032,7446,176
,66,1776,8032,7446,176
,67,781,8345,7625,313
,67,1792,8345,7625,313
,67,798,8561,7812,216
,67,1808,8561,7812,216
,68,814,8665,7982,104
,68,1823,8665,7982,104
,68,828,8771,8139,106
,68,1836,8771,8139,106
,69,847,9145,8340,374
,69,1854,9145,8340,374
,69,862,9164,8504,19
,69,1869,9164,8504,19
,70,876,9283,8659,119
,70,1882,9283,8659,119
,70,895,9659,8859,376
,70,1900,9659,8859,376
,71,912,9791,9045,132
,71,1916,9791,9045,132
,71,930,10067,9249,276
,72,1933,10067,9249,276
,72,946,10114,9422,47
,72,1948,10114,9422,47
,72,965,10434,9624,320
,73,1966,10434,9624,320
,73,983,10589,9817,155
,73,1983,10589,9817,155
,73,1001,10802,10014,213
,74,2000,10802,10014,213
,74,1020,11052,10221,250
,74,2018,11052,10221,250
,75,1038,11226,10422,174
,75,2036,11226,10422,174
,75,1055,11345,10606,119
,75,2052,11345,10606,119
,76,1076,11716,10828,371
,76,2072,11716,10828,371
,76,1095,11878,11038,162
,76,2090,11878,11038,162
,77,1112,11978,11226,100
,77,2106,11978,11226,100
,77,1132,12287,11438,309
,77,2125,12287,11438,309
,78,1149,12393,11629,106
,78,2141,12393,11629,106
,78,1166,12538,11810,145
,78,2157,12538,11810,145
,79,1183,12724,11992,186
,79,2173,12724,11992,186
,79,1200,12954,12184,230
,79,2189,12954,12184,230
,80,1217,13073,12361,119
,80,2205,13073,12361,119
,80,1235,13358,12560,285
,80,2223,13358,12560,285
,81,1249,13316,12711,-42
,81,2236,13316,12711,-42
,81,1263,13484,12865,168
,81,2249,13484,12865,168
,82,1278,13699,13031,215
,82,2263,13699,13031,215
,82,1293,13832,13191,133
,82,2278,13832,13191,133
,83,1307,13967,13346,135
,83,2291,13967,13346,135
,83,1321,14104,13497,137
,83,2304,14104,13497,137
,84,1333,14151,13627,47
,84,2316,14151,13627,47
,84,1348,14437,13789,286
,85,2330,14437,13789,286
,85,1360,14437,13918,0
,85,2341,14437,13918,0
,85,1372,14584,14051,147
,86,2353,14584,14051,147
,86,1384,14684,14177,100
,86,2364,14684,14177,100
,86,1397,14888,14319,204
,87,2376,14888,14319,204
,87,1409,14992,14453,104
,87,2388,14992,14453,104
,88,1422,15151,14592,159
,88,2400,15151,14592,159
,88,1432,15151,14703,0
,88,2409,15151,14703,0
,89,1443,15313,14825,162
,89,2420,15313,14825,162
,89,1453,15368,14933,55
,89,2429,15368,14933,55
,90,1464,15535,15053,167
,90,2440,15535,15053,167
,90,1475,15648,15172,113
,90,2450,15648,15172,113
,91,1482,15535,15244,-113
,91,2457,15535,15244,-113
,91,1490,15705,15336,170
,91,2465,15705,15336,170
,92,1499,15821,15433,116
,92,2473,15821,15433,116
,92,1508,15880,15522,59
,92,2482,15880,15522,59
,93,1516,15998,15617,118
,93,2489,15998,15617,118
,93,1524,16058,15705,60
,94,2497,16058,15705,60
,94,1533,16179,15799,121
,94,2505,16179,15799,121
,95,1541,16240,15887,61
,95,2513,16240,15887,61
,95,1550,16364,15982,124
,95,2521,16364,15982,124
,96,1557,16364,16058,0
,96,2528,16364,16058,0
,96,1566,16554,16157,190
,96,2537,16554,16157,190
,97,1574,16618,16249,64
,97,2544,16618,16249,64
,97,1581,16618,16322,0
,97,2551,16618,16322,0
,98,1585,16554,16368,-64
,98,2555,16554,16368,-64
,98,1592,16748,16444,194
,98,2561,16748,16444,194
,99,1599,16813,16517,65
,99,2568,16813,16517,65
,99,1606,16913,16596,100
,100,2575,16913,16596,100
,100,1612,16913,16659,0
,100,2580,16913,16659,0
,100,1617,16913,16709,0
,101,2585,16913,16709,0
,101,1622,17013,16769,100
,101,2590,17013,16769,100
,102,1627,17013,16817,0
,102,2595,17013,16817,0
,102,1632,17115,16876,102
,102,2599,17115,16876,102
,103,1638,17218,16944,103
,103,2605,17218,16944,103
