yanking,0,0,205,3085,2617,23704
yanking,0,1,571,2588,2611,18801
yanking,0,1,569,2588,2606,14814
yanking,0,1,569,1282,2473,5750
yanking,0,2,545,3520,2577,9044
yanking,0,2,563,3520,2671,10864
yanking,0,3,580,2811,2699,9749
yanking,0,3,585,4675,2896,17048
yanking,0,4,621,4675,3073,19293
yanking,0,4,653,5631,3328,27378
yanking,0,5,699,2006,3195,16816
yanking,0,5,675,4696,3345,20445
yanking,0,6,702,5616,3572,24293
yanking,0,6,742,2811,3495,15886
yanking,0,7,729,3485,3493,12628
yanking,0,7,728,4065,3607,14301
yanking,0,8,749,5631,3809,18894
yanking,0,8,763,4019,3851,17073
yanking,0,9,754,3508,3782,11098
yanking,0,9,768,4005,3826,10934
yanking,0,10,759,4696,4000,14645
yanking,0,10,725,4685,4137,18224
yanking,0,11,697,5616,4284,20400
yanking,0,11,668,5587,4544,26149
yanking,0,12,616,4696,4574,22077
yanking,0,12,610,7973,4913,33176
yanking,0,13,542,7943,5215,37081
yanking,0,13,482,5861,5344,35541
yanking,0,14,456,5706,5416,31228
yanking,0,14,441,5798,5492,28533
yanking,0,15,426,6580,5709,31237
yanking,0,15,383,5943,5755,26758
yanking,0,16,374,5992,5802,22960
yanking,0,16,364,5845,5810,18739
yanking,0,17,363,6809,6009,22149
yanking,0,17,323,6560,6119,22932
yanking,0,18,302,6788,6252,23741
yanking,0,18,275,6682,6338,22773
yanking,0,19,258,6809,6432,22550
yanking,0,19,239,6745,6494,21163
yanking,0,20,227,6809,6557,19833
yanking,0,20,214,6580,6561,16051
yanking,0,21,213,6766,6602,14708
yanking,0,21,205,6745,6630,12717
yanking,0,22,199,6875,6679,12490
yanking,0,22,190,6500,6643,8344
yanking,0,22,197,6853,6685,8287
yanking,0,23,188,6682,6684,6591
yanking,0,23,189,6875,6722,7065
yanking,0,24,181,6384,6654,3197
yanking,0,24,195,6620,6647,2230
yanking,0,25,196,6809,6679,2879
yanking,0,25,190,6661,6675,2114
yanking,0,26,190,6520,6644,456
