0,0,0,0,145
1,0,0,0,150
2,276,27,1851,155
2,3766,400,28112,155
3,3766,736,35959,160
4,3766,1039,39967,164
4,3766,1311,40221,164
5,3766,1556,37030,169
6,432,1443,10242,174
7,432,1341,-2011,179
7,432,1250,-7647,179
8,708,1195,-7461,183
9,1085,1173,-5322,188
9,1085,1155,-3967,188
10,1343,1173,-768,193
11,2167,1272,6568,198
12,1763,1321,6794,202
12,1763,1365,6705,202
13,1174,1345,1971,207
14,1482,1372,2985,212
14,2811,1515,12148,212
15,1564,1524,6658,217
16,2341,1605,9181,221
16,1655,1615,5345,221
17,4019,1855,19201,226
18,1655,1815,6693,231
19,2811,1914,10417,236
19,2811,2003,11667,236
20,4019,2204,19657,240
21,2811,2264,14214,245
0,0,0,0,145
1,0,0,0,150
2,28770,2877,210614,155
2,28770,5466,292644,155
3,28770,7796,307456,160
4,813,7097,102780,164
5,3520,6739,25891,169
5,3520,6417,-10354,169
6,3520,6127,-25485,174
7,3520,5866,-29451,179
7,3520,5631,-31392,179
8,3520,5419,-30039,183
9,3520,5229,-28456,188
10,305,4736,-46199,193
10,305,4292,-54411,193
11,885,3951,-48385,198
12,885,3644,-46342,202
13,785,3358,-42573,207
13,2167,3238,-29689,207
14,2167,3130,-22054,212
15,2167,3033,-18201,217
15,2588,2988,-12269,217
16,1880,2877,-13564,221
17,1880,2777,-14156,226
18,1174,2616,-17941,231
18,2811,2655,-6216,231
19,1660,2555,-9526,236
20,2804,2604,-1227,240
21,2804,2644,2215,245
0,0,0,0,145
1,0,0,0,150
2,141,14,1021,155
2,141,26,1412,155
3,141,37,1461,160
4,141,47,1456,164
5,141,56,1403,169
5,420,92,3036,169
6,420,124,3737,174
7,420,153,3761,179
7,885,226,7328,179
8,1282,331,10945,183
9,1282,426,12366,188
10,1227,506,12198,193
10,1880,643,15955,193
11,1880,766,16903,198
12,1655,854,14674,202
12,1757,944,13793,202
13,1757,1025,12246,207
14,2006,1123,13224,212
14,1413,1152,8779,212
