,1,0
,1,0
,1,181
,2,181
,2,235
,2,235
,3,235
,3,235
,3,235
,4,235
,4,235
,4,235
,4,235
,5,235
,5,235
,5,235
,6,235
,6,255
,6,255
,7,255
,7,255
,7,255
,8,255
,8,255
,8,255
,8,298
,9,298
,9,298
,9,298
,10,298
,10,298
,10,354
,11,398
,11,398
,11,398
,12,398
,12,398
,12,398
,12,424
,13,424
,13,424
,13,465
,14,465
,14,465
,14,510
,15,510
,15,510
,15,558
,16,558
,16,611
,16,611
,17,670
,17,670
,17,670
,17,670
,18,670
,18,702
,18,702
,19,768
,19,768
,19,838
,20,838
,20,915
,20,915
,21,915
,21,950
,21,950
,22,1033
,22,1127
,22,1127
,22,1224
,23,1224
,23,1294
,23,1405
,24,1405
,24,1405
,24,1435
,25,1550
,25,1550
,25,1550
,26,1550
,26,1781
,26,1900
,27,1900
,27,2705
,27,2804
,27,2804
,28,2902
,28,2902
,28,4284
,29,3861
,29,4065
,29,5208
,30,5208
,30,3931
,30,3195
,31,3195
,31,2607
,31,2934
,32,2934
,32,2834
,32,3059
,32,3059
,33,2910
,33,3059
,33,3112
,34,3112
,34,3205
,34,3103
,35,3244
,35,3244
,35,3139
,36,3324
,36,3324
,36,3387
,36,3387
,37,3244
,37,3387
,37,3387
,38,3253
,38,3441
,38,3441
,39,3355
,39,3474
,39,5121
,40,4888
,40,3917
,40,3875
,41,3861
,41,3847
,41,3946
,41,3946
,42,4096
,42,4065
,42,4065
,43,4096
,43,4096
,43,4192
,44,4336
,44,4310
,44,4301
,45,4425
,45,4371
,45,4336
,46,4336
,46,4336
,46,4336
,46,4443
,47,4518
,47,4547
,47,4566
,48,4585
,48,4585
,48,4585
,49,4716
,49,4685
,49,4737
,50,4665
,50,4675
,50,4790
,51,4833
,51,4866
,51,4866
,52,4866
,52,4866
,52,4910
,53,4921
,53,4933
,53,4933
,53,4967
,54,4967
,54,5037
,54,5133
,55,5061
,55,5109
,55,5183
,56,5072
,56,5025
,56,5145
,57,5195
,57,5220
,57,5195
,58,5220
,58,5220
,58,5246
,59,5298
,59,5311
,59,5311
,60,5404
,60,5337
,60,5337
,60,5337
,61,5501
,61,5573
,61,5432
,62,5391
,62,5501
,62,5445
,63,5501
,63,5445
,63,5616
,64,5573
,64,5646
,64,5616
,65,5631
,65,5691
,65,5706
,66,5721
,66,5602
,66,5721
,67,5721
,67,5721
,67,5814
,68,5646
,68,5691
,68,5814
,68,5798
,69,5830
,69,5910
,69,6009
,70,5910
,70,5861
,70,5814
,71,5943
,71,6060
,71,5861
,72,6009
,72,6077
,72,5943
,73,6026
,73,6112
,73,6147
,74,6009
,74,6060
,74,6147
,75,6164
,75,6112
,75,6164
,75,6200
,76,6218
,76,6094
,76,6182
,77,6200
,77,6200
,77,6236
,78,6272
,78,6291
,78,6272
,79,6328
,79,6291
,79,6442
,80,6384
,80,6442
,80,6365
,81,6328
,81,6346
,81,6500
,81,6384
,82,6461
,82,6403
,82,6560
,83,6620
,83,6403
,83,6442
,84,6481
,84,6580
,84,6481
,85,6580
,85,6620
,85,6520
,86,6580
,86,6724
,86,6641
,86,6600
,87,6682
,87,6682
,87,6620
,88,6661
,88,6745
,88,6745
,89,6809
,89,6661
,89,6682
,90,6745
,90,6766
,90,6809
,91,6809
,91,6809
,91,6875
,91,6875
,92,6875
,92,6788
,92,7009
,93,6941
,93,6875
,93,6875
,94,6875
,94,6897
,94,6897
,95,6897
,95,6919
,95,6941
,96,6941
,96,6941
,96,6964
,96,7032
,97,7150
,97,7056
,97,7032
,98,6964
,98,7032
,98,7150
,99,7102
,99,7032
,99,7032
,100,7271
,100,7150
,100,7102
,100,7126
,101,7246
,101,7173
,101,7222
,102,7320
,102,7150
,102,7246
,103,7345
,103,7150
,103,7271
,104,7222
,104,7271
,104,7320
,105,7370
,105,7370
,105,7246
,106,7345
,106,7222
,106,7396
,106,7320
,107,7370
,107,7421
,107,7473
,108,7447
,108,7447
,108,7421
,109,7370
,109,7473
,109,7525
,110,7525
,110,7447
,110,7525
,111,7421
,111,7525
,111,7525
,111,7525
,112,7473
,112,7525
,112,7525
,113,7605
,113,7632
,113,7525
,114,7579
