0,0,0,240
0,0,0,240
143,35,4261,240
143,62,4134,240
143,82,3197,240
143,97,2474,240
143,108,1863,240
143,116,1339,240
143,122,1003,240
143,127,814,240
294,168,4951,240
1482,496,41359,240
2346,958,66202,240
2346,1305,55817,240
1174,1272,6946,240
2811,1656,49389,240
1564,1633,6929,240
1564,1615,0,240
1880,1681,8407,240
2162,1801,16919,240
2162,1891,14794,240
1409,1770,0,240
3130,2110,43659,240
2162,2123,10374,240
2162,2132,3164,240
2341,2184,7257,240
2013,2141,0,240
2346,2192,6677,240
2341,2229,5827,240
2341,2257,4715,240
2162,2233,0,240
2162,2215,0,240
3520,2541,41135,240
2341,2491,1857,240
2811,2571,10466,240
2811,2631,9593,240
2811,2676,7678,240
3130,2789,15839,240
2162,2632,0,240
3508,2851,27853,240
2341,2723,0,240
2811,2745,2793,240
3130,2841,12634,240
2124,2661,0,240
3626,2902,30700,240
2558,2816,0,240
2811,2814,0,240
4956,3349,68480,240
2740,3196,0,240
3008,3149,0,240
2879,3081,0,240
2849,3023,0,240
2879,2987,0,240
2999,2990,382,240
2983,2988,0,240
3094,3014,3296,240
3139,3045,4589,240
2999,3033,0,240
3263,3090,7058,240
3130,3100,2689,240
3158,3114,2309,240
3130,3118,971,240
3303,3164,5899,240
3215,3176,2713,240
3474,3250,9939,240
3344,3273,4771,240
3303,3280,1848,240
3452,3323,5821,240
3130,3274,0,240
3355,3294,2435,240
3441,3330,5065,240
3474,3366,5598,240
3727,3456,12530,240
3430,3449,1643,240
3463,3452,710,240
3543,3474,2931,240
3806,3557,10912,240
3463,3533,0,240
3651,3562,3682,240
3430,3529,0,240
3833,3605,9353,240
3452,3566,0,240
3474,3543,0,240
3531,3540,0,240
3689,3577,4705,240
3651,3595,3233,240
3508,3573,0,240
3820,3634,7601,240
3820,3680,7389,240
3676,3679,1354,240
3676,3678,153,240
3975,3752,9027,240
4005,3815,9316,240
4233,3919,14393,240
4128,3971,8847,240
3806,3929,0,240
3975,3940,1339,240
3847,3916,0,240
3820,3892,0,240
4019,3923,3803,240
3806,3893,0,240
4200,3969,9470,240
4284,4047,11598,240
3861,4000,0,240
4233,4058,7238,240
3917,4022,0,240
4035,4025,369,240
4284,4089,7704,240
4258,4131,6782,240
4035,4107,0,240
4310,4157,5908,240
4065,4134,0,240
4301,4175,5053,240
4336,4215,5815,240
4258,4225,2403,240
4112,4196,0,240
4096,4171,0,240
4192,4176,620,240
4217,4186,1364,240
4250,4202,2141,240
4143,4187,0,240
4233,4198,1335,240
4258,4213,2029,240
4292,4232,2766,240
4696,4348,15008,240
4096,4285,0,240
4556,4352,8335,240
4318,4343,547,240
4318,4336,0,240
4380,4347,1266,240
4362,4350,629,240
4855,4476,15826,240
4556,4496,5532,240
4452,4485,0,240
4737,4548,7826,240
4318,4490,0,240
4737,4551,7530,240
4716,4592,6737,240
4327,4525,0,240
4716,4572,5671,240
4933,4662,12635,240
4605,4647,628,240
4389,4582,0,240
4877,4655,9358,240
4727,4673,4157,240
4398,4604,0,240
4866,4669,8214,240
4566,4643,0,240
4585,4628,0,240
4625,4627,0,240
4933,4703,9382,240
4921,4757,8733,240
4706,4744,93,240
4899,4782,4638,240
5061,4851,9689,240
4888,4860,3078,240
4921,4875,2511,240
4888,4878,879,240
4758,4848,0,240
4811,4838,0,240
4801,4828,0,240
4801,4821,0,240
4779,4810,0,240
4675,4776,0,240
4910,4809,4006,240
5350,4944,18081,240
4877,4927,1457,240
4990,4942,2199,240
4769,4898,0,240
5170,4966,8774,240
4899,4949,0,240
4899,4936,0,240
4967,4943,839,240
5285,5028,11013,240
5097,5045,4361,240
5037,5043,621,240
4967,5024,0,240
4990,5015,0,240
4921,4991,0,240
4944,4979,0,240
5272,5052,9082,240
5085,5060,2837,240
5145,5081,3234,240
5002,5061,0,240
5445,5157,12288,240
5085,5139,179,240
5285,5175,4406,240
5285,5202,4320,240
5049,5163,0,240
5121,5152,0,240
5208,5166,1780,240
5049,5136,0,240
5220,5157,2683,240
5587,5264,14145,240
5573,5341,12204,240
5121,5286,0,240
5109,5241,0,240
5377,5275,4159,240
5072,5224,0,240
5752,5356,16842,240
5272,5335,680,240
4990,5248,0,240
5183,5231,0,240
5259,5238,894,240
0,0,0,240
0,0,0,240
333,83,10407,240
333,145,9867,240
333,192,7775,240
333,227,5999,240
333,253,4533,240
461,305,7530,240
461,344,6450,240
461,373,5068,240
809,482,14832,240
809,563,12609,240
1174,715,22358,240
1174,829,18970,240
