yanking,0,205,2819,2218,18967
yanking,1,499,2819,2278,13155
yanking,2,510,2552,2305,8394
yanking,2,503,2552,2329,5882
yanking,3,497,4019,2497,14975
yanking,4,455,4019,2649,18237
yanking,5,417,3520,2736,14652
yanking,5,396,5587,3021,27683
yanking,6,324,2346,2953,9246
yanking,7,341,4019,3059,11023
yanking,8,315,3121,3065,5863
yanking,9,313,4019,3160,9367
yanking,9,290,5616,3405,22133
yanking,10,228,4675,3532,20048
yanking,11,197,4675,3646,17654
yanking,11,169,4019,3683,11473
yanking,12,160,4685,3783,12196
yanking,13,135,4675,3872,12365
yanking,14,112,8665,4351,33585
yanking,14,1,4380,4353,16934
yanking,15,1,4556,4373,9679
yanking,16,1,4645,4400,6759
yanking,17,1,4537,4413,4245
yanking,17,1,4471,4418,2479
yanking,18,1,4362,4412,860
yanking,19,1,4585,4429,1651
yanking,20,1,4443,4430,892
yanking,20,1,4625,4449,1807
yanking,21,1,4471,4451,1037
yanking,22,1,4353,4441,-80
yanking,23,1,4398,4436,-364
yanking,23,1,4585,4450,786
yanking,24,1,4499,4454,632
yanking,25,1,4508,4459,668
yanking,26,1,4267,4439,-905
yanking,27,1,4310,4426,-1271
yanking,27,1,4371,4420,-1058
yanking,28,1,4537,4431,272
yanking,29,1,4416,4429,11
yanking,30,1,4508,4436,479
yanking,30,1,4327,4425,-543
yanking,31,1,4258,4408,-1484
yanking,32,1,4362,4403,-1031
yanking,33,1,4443,4407,-280
yanking,33,1,4416,4407,-140
yanking,34,1,4443,4410,130
yanking,35,1,4275,4396,-964
yanking,36,1,4200,4376,-1806
yanking,36,1,4353,4373,-1111
yanking,37,1,4242,4359,-1564
yanking,38,1,4208,4343,-1826
yanking,38,1,4362,4344,-844
yanking,39,1,4380,4347,-237
yanking,40,1,4362,4348,-47
yanking,41,1,4242,4337,-693
yanking,42,1,4096,4312,-1884
yanking,42,2,3474,4228,-6799
yanking,43,23,3344,4139,-9839
yanking,44,46,3273,4052,-10862
yanking,45,67,3205,3967,-10993
yanking,45,89,3025,3872,-12093
yanking,46,112,2942,3778,-12647
yanking,0,205,1546,1958,5682
yanking,1,452,4128,2175,17704
yanking,2,491,2558,2213,11138
yanking,2,498,1409,2132,-127
yanking,3,483,4019,2320,12370
yanking,4,500,4019,2489,18593
yanking,5,457,3508,2590,15949
yanking,5,432,4005,2731,17904
yanking,6,397,5616,3019,29973
yanking,7,325,2341,2951,10804
yanking,8,342,3520,3007,8982
yanking,8,328,3121,3018,5276
yanking,9,325,4019,3118,9980
yanking,10,300,5616,3367,20972
yanking,10,238,4675,3497,19666
yanking,11,205,4019,3549,12999
yanking,12,192,4605,3654,13956
yanking,13,167,5631,3851,18946
yanking,14,118,4685,3934,14841
yanking,14,97,4747,4015,13206
yanking,15,77,4605,4074,10954
yanking,16,62,4508,4117,8309
yanking,16,51,4499,4155,6872
yanking,17,42,4675,4207,6861
yanking,18,29,4425,4228,4986
yanking,19,23,4452,4250,3912
yanking,19,18,4625,4287,4602
yanking,20,9,4696,4327,5250
yanking,21,1,4635,4357,4481
yanking,22,1,4452,4366,2823
yanking,22,1,4371,4366,1411
yanking,23,1,4527,4382,1885
yanking,24,1,4425,4386,1211
yanking,24,1,4462,4393,1103
yanking,25,1,4508,4404,1313
yanking,26,1,4645,4428,2344
yanking,27,1,4585,4443,2162
yanking,27,1,4416,4440,878
yanking,28,1,4443,4440,439
yanking,29,1,4635,4459,1404
yanking,30,1,4566,4469,1320
yanking,30,1,4389,4461,88
yanking,31,1,4284,4443,-1297
yanking,32,1,4336,4432,-1326
yanking,33,1,4508,4439,-194
yanking,33,1,4371,4432,-590
yanking,34,1,4490,4437,65
yanking,35,1,4547,4448,737
yanking,35,1,4537,4456,939
yanking,36,1,4398,4450,79
yanking,37,1,4336,4438,-816
yanking,38,1,4336,4427,-1128
yanking,38,1,4318,4416,-1332
yanking,39,1,4258,4400,-1752
yanking,40,1,4258,4385,-1916
yanking,41,1,4371,4383,-1089
yanking,41,1,4344,4379,-822
yanking,42,1,3626,4303,-5926
yanking,43,5,3234,4196,-9176
yanking,44,31,3121,4088,-10696
yanking,45,58,3077,3986,-12049
yanking,45,84,3112,3898,-12169
yanking,46,106,3042,3812,-12280
yanking,47,127,3033,3734,-11244
yanking,0,205,3820,2251,20979
yanking,1,505,3689,2394,20461
yanking,2,481,1564,2310,4790
yanking,2,502,1660,2245,-2195
yanking,3,504,4019,2422,11177
yanking,4,474,4019,2581,15391
yanking,5,434,5616,2884,27019
yanking,5,359,3520,2947,17990
yanking,6,343,4019,3054,16519
yanking,7,316,3050,3053,8198
yanking,8,316,3508,3098,6876
yanking,8,305,5616,3349,21340
yanking,9,242,4019,3415,15178
yanking,10,226,4019,3475,11862
yanking,11,211,4675,3595,14346
yanking,11,181,4019,3637,10139
yanking,12,171,5616,3834,18845
yanking,13,122,4675,3918,15207
yanking,13,101,4336,3959,10519
yanking,14,91,4576,4020,9364
yanking,15,75,4398,4057,7302
yanking,16,66,4615,4112,7317
yanking,16,52,4855,4186,8921
yanking,17,34,4706,4238,8122
yanking,18,21,4499,4264,5778
yanking,18,14,4471,4284,4315
yanking,19,9,4371,4292,2660
yanking,20,7,4605,4323,3537
yanking,21,1,4556,4346,3209
yanking,22,1,4556,4367,3017
yanking,22,1,4425,4372,1827
yanking,23,1,4499,4384,1764
yanking,24,1,4389,4384,882
yanking,24,1,4696,4415,2624
yanking,25,1,4518,4425,1963
yanking,26,1,4490,4431,1407
yanking,27,1,4380,4425,356
yanking,28,1,4416,4424,107
yanking,28,1,4499,4431,488
yanking,29,1,4576,4445,1235
yanking,30,1,4480,4448,809
yanking,31,1,4258,4429,-933
yanking,31,1,4380,4424,-768
yanking,32,1,4462,4427,-176
yanking,33,1,4462,4430,90
yanking,34,1,4434,4430,45
yanking,34,1,4284,4415,-1023
yanking,35,1,4327,4406,-1089
yanking,36,1,4362,4401,-894
yanking,37,1,4462,4407,-72
yanking,37,1,4480,4414,453
yanking,38,1,4389,4411,32
yanking,39,1,4200,4389,-1539
yanking,40,1,3397,4289,-6523
yanking,41,8,3324,4192,-9988
yanking,41,32,3215,4094,-11761
yanking,42,57,3112,3995,-12689
yanking,43,82,2991,3894,-12885
yanking,43,107,3244,3828,-11019
yanking,0,205,2811,2246,5964
yanking,1,504,2013,2222,1447
yanking,2,499,3508,2350,9563
yanking,3,492,1227,2237,-2017
yanking,3,502,3130,2326,5079
yanking,4,498,3112,2404,7904
yanking,5,479,2819,2445,6855
yanking,6,468,3158,2516,8160
yanking,6,451,4019,2666,14673
yanking,7,413,3121,2711,10452
yanking,8,402,2811,2721,5845
yanking,9,399,3990,2847,11093
yanking,9,368,5631,3125,25347
yanking,10,298,3520,3164,15400
yanking,11,289,4019,3249,12966
yanking,12,267,4019,3325,11250
yanking,12,248,4005,3393,10454
yanking,13,231,4019,3455,9491
yanking,14,216,8825,3992,41985
yanking,15,82,4696,4062,25622
yanking,15,65,4811,4136,18089
yanking,16,46,4833,4205,13822
yanking,17,29,4747,4259,10549
yanking,17,16,4769,4310,8767
yanking,18,3,4595,4338,6242
yanking,19,1,4769,4381,6119
yanking,20,1,4706,4413,5300
yanking,20,1,4801,4451,5345
yanking,21,1,4675,4473,4215
yanking,22,1,4508,4476,2295
yanking,23,1,4443,4472,896
yanking,23,1,4790,4503,2662
yanking,24,1,4537,4506,1536
yanking,25,1,4537,4509,974
yanking,26,1,4685,4526,1677
yanking,26,1,4685,4541,1773
yanking,27,1,4769,4563,2437
yanking,28,1,4615,4568,1531
yanking,29,1,4556,4566,634
yanking,29,1,4737,4583,1495
yanking,30,1,4527,4577,327
yanking,31,1,4727,4592,1090
yanking,32,1,4675,4600,1071
yanking,32,1,4508,4590,-181
yanking,33,1,4490,4580,-783
yanking,34,1,4471,4569,-1057
yanking,35,1,4389,4551,-1711
yanking,35,1,4480,4543,-1413
yanking,36,1,4527,4541,-842
yanking,37,1,4605,4547,-63
yanking,38,1,4645,4556,487
yanking,39,1,4635,4563,741
yanking,39,1,4389,4545,-784
yanking,40,1,4389,4529,-1500
yanking,41,1,3626,4438,-6659
yanking,42,1,3303,4324,-11148
yanking,42,1,3244,4216,-12971
yanking,43,26,3314,4125,-12787
yanking,44,49,3408,4053,-11304
yanking,44,67,3334,3981,-10672
