,0,1905,0,0,0
,1,1905,0,0,0
,1,1905,174,17,174
,1,1905,174,32,0
,2,1905,174,46,0
,2,1905,174,58,0
,3,1905,174,69,0
,3,1905,174,79,0
,3,1905,174,88,0
,4,1905,174,96,0
,4,1905,174,103,0
,4,1905,174,110,0
,5,1905,174,116,0
,5,1905,174,121,0
,6,1905,174,126,0
,6,1905,174,130,0
,6,1905,174,134,0
,7,1905,174,142,0
,7,1905,174,148,0
,8,1905,174,153,0
,8,1905,174,157,0
,8,1905,174,160,0
,9,1905,174,162,0
,9,1905,174,164,0
,9,1905,174,166,0
,10,1905,174,167,0
,10,1905,174,168,0
,11,1905,174,169,0
,11,1905,174,170,0
,11,1905,174,170,0
,12,1905,174,170,0
,12,1905,174,170,0
,13,1905,174,170,0
,13,1905,174,170,0
,13,1905,174,170,0
,14,1905,174,170,0
,14,1905,174,170,0
,15,1905,174,170,0
,15,1905,174,170,0
,15,1905,174,170,0
,16,1905,174,170,0
,16,1905,174,170,0
,16,1905,174,170,0
,17,1905,174,170,0
,17,1905,174,170,0
,18,1905,174,170,0
,18,1905,174,170,0
,18,1905,174,170,0
,19,1905,174,170,0
,19,1905,174,170,0
,20,1905,174,170,0
,20,1905,174,170,0
,20,1905,174,170,0
,21,1905,174,170,0
,21,1905,174,170,0
,21,1905,174,170,0
,22,1905,174,170,0
,22,1905,174,170,0
,23,1905,174,170,0
,23,1905,174,170,0
,23,1905,153,166,-21
,24,1905,141,161,-12
,24,1905,141,157,0
,25,1905,141,153,0
,25,1905,141,150,0
,25,1905,141,148,0
,26,1905,141,146,0
,26,1905,141,145,0
,27,1905,141,144,0
,27,1905,141,143,0
,27,1905,141,142,0
,28,1905,141,141,0
,28,1905,141,141,0
,29,1905,141,141,0
,29,1905,141,141,0
,29,1905,141,141,0
,30,1905,141,141,0
,30,1905,141,141,0
,30,1905,141,141,0
,31,1905,141,141,0
,31,1905,141,141,0
,32,1905,141,141,0
,32,1905,141,141,0
,32,1905,141,141,0
,33,1905,141,141,0
,33,1905,141,141,0
,33,1905,141,141,0
,34,1905,141,141,0
,34,1905,141,141,0
,35,1905,141,141,0
,35,1905,141,141,0
,35,1905,141,141,0
,36,1905,141,141,0
,36,1905,141,141,0
,36,1905,141,141,0
,37,1905,141,141,0
,37,1905,141,141,0
,38,1905,141,141,0
,38,1905,141,141,0
,38,1905,141,141,0
,39,1905,141,141,0
,39,1905,141,141,0
,40,1905,141,141,0
,40,1905,141,141,0
,40,1905,141,141,0
,41,1905,141,141,0
,41,1905,141,141,0
,41,1905,141,141,0
,42,1905,141,141,0
,42,1905,141,141,0
,43,1905,141,141,0
,43,1905,141,141,0
,43,1905,141,141,0
,44,1905,141,141,0
,44,1905,141,141,0
,44,1905,141,141,0
,45,1905,141,141,0
,45,1905,141,141,0
,46,1905,141,141,0
,46,1905,141,141,0
,46,1905,4176,544,4035
,47,1905,1707,660,-2469
,47,1905,1707,764,0
,48,1905,1707,858,0
,48,1905,1707,942,0
,48,1905,1707,1018,0
,49,1905,1707,1086,0
,49,1905,1707,1148,0
,49,1905,1707,1203,0
,50,1905,1707,1253,0
,50,1905,1707,1298,0
,51,1905,1707,1379,0
,51,1905,1707,1444,0
,51,1905,1707,1496,0
,52,1905,1707,1538,0
,52,1905,1707,1571,0
,52,1905,1707,1598,0
,53,1905,1707,1619,0
,53,1905,1707,1636,0
,54,1905,1707,1650,0
,54,1905,1707,1661,0
,54,1905,1707,1670,0
,55,1905,1707,1677,0
,55,1905,1707,1683,0
,55,1905,1707,1687,0
,56,1905,1707,1691,0
,56,1905,1707,1694,0
,57,1905,1707,1696,0
,57,1905,1707,1698,0
,57,1905,1707,1699,0
,58,1905,1707,1700,0
,58,1905,1707,1701,0
,59,1905,1707,1702,0
,59,1905,1707,1703,0
,59,1905,1707,1703,0
,60,1905,1707,1703,0
